Date,Pure Number,,,,
"March 31, 2016",6.065e8,,,,
"June 30, 2016",6.044e8,,,,
"September 30, 2016",6.015e8,,,,
"December 31, 2016",5.967e8,,,,
"January 31, 2017",5.962e8,,,,
"March 14, 2017",5.976e8,,,,
"March 31, 2017",5.972e8,,,,
"June 30, 2017",5.968e8,,,,
"September 30, 2017",5.956e8,,,,
"December 31, 2017",5.949e8,,,,
"January 31, 2018",5.955e8,,,,
"March 13, 2018",5.947e8,,,,
"March 31, 2018",5.937e8,,,,
"June 30, 2018",5.866e8,,,,
"September 30, 2018",5.823e8,,,,
"December 31, 2018",5.766e8,,,,
"January 31, 2019",5.758e8,,,,
"March 19, 2019",5.759e8,,,,
"March 31, 2019",5.764e8,,,,
"June 30, 2019",5.753e8,,,,
"March 31, 2020",5.7533e8,,,,
minimum,,average,,maximum,
5.753e8,,7.68e8,,9.430999999999999e8,
"June 30, 2019",,,,"December 31, 1982",
