Date,Pure Number,,,,
"February 17, 2011",9.404e8,,,,
"February 23, 2011",9.404e8,,,,
"March 31, 2011",9.351000000000001e8,,,,
"April 28, 2011",9.353999999999999e8,,,,
"June 30, 2011",9.340999999999999e8,,,,
"July 28, 2011",9.343e8,,,,
"September 30, 2011",9.332000000000001e8,,,,
"October 27, 2011",9.336e8,,,,
"December 31, 2011",9.326e8,,,,
"February 16, 2012",9.342e8,,,,
"February 29, 2012",9.343e8,,,,
"March 31, 2012",9.349e8,,,,
"April 27, 2012",9.353e8,,,,
"June 30, 2012",9.362e8,,,,
"July 27, 2012",9.365e8,,,,
"September 30, 2012",9.374e8,,,,
"October 26, 2012",9.378e8,,,,
"December 31, 2012",9.356e8,,,,
"February 19, 2013",9.355e8,,,,
"February 27, 2013",9.348000000000001e8,,,,
"March 31, 2013",9.32e8,,,,
"April 26, 2013",9.324999999999999e8,,,,
"June 30, 2013",9.295999999999999e8,,,,
"July 30, 2013",9.302e8,,,,
"September 30, 2013",9.314e8,,,,
"October 29, 2013",9.321999999999999e8,,,,
"December 31, 2013",9.188000000000001e8,,,,
"February 18, 2014",9.116e8,,,,
"February 26, 2014",9.096e8,,,,
"March 31, 2014",9.081e8,,,,
"April 24, 2014",9.083e8,,,,
"June 30, 2014",9.058999999999999e8,,,,
"July 28, 2014",9.061e8,,,,
"September 30, 2014",9.01e8,,,,
"October 27, 2014",9.012e8,,,,
"December 31, 2014",8.849e8,,,,
"February 17, 2015",8.778e8,,,,
"February 25, 2015",8.768000000000001e8,,,,
"March 31, 2015",8.675000000000001e8,,,,
"April 24, 2015",8.678000000000001e8,,,,
"June 30, 2015",8.612e8,,,,
"July 27, 2015",8.614000000000001e8,,,,
"September 30, 2015",8.551e8,,,,
"October 26, 2015",8.535e8,,,,
"December 31, 2015",8.488e8,,,,
"February 16, 2016",8.4e8,,,,
"February 24, 2016",8.381e8,,,,
"March 31, 2016",8.304e8,,,,
"April 26, 2016",8.279999999999999e8,,,,
"June 30, 2016",8.202e8,,,,
"July 28, 2016",8.192e8,,,,
"September 30, 2016",8.16e8,,,,
"October 27, 2016",8.162000000000001e8,,,,
"December 31, 2016",8.116e8,,,,
"February 15, 2017",8.029e8,,,,
"February 22, 2017",8.023999999999999e8,,,,
"March 31, 2017",7.96e8,,,,
"April 25, 2017",7.937e8,,,,
"June 30, 2017",7.92e8,,,,
"July 26, 2017",7.905e8,,,,
"September 30, 2017",7.878e8,,,,
"October 25, 2017",7.863e8,,,,
"December 31, 2017",7.809e8,,,,
"February 01, 2018",7.79e8,,,,
"February 13, 2018",7.794e8,,,,
"February 28, 2018",7.778e8,,,,
"March 31, 2018",7.76e8,,,,
"April 25, 2018",7.742e8,,,,
"June 30, 2018",7.693e8,,,,
"July 26, 2018",7.678e8,,,,
"September 30, 2018",7.631e8,,,,
"October 24, 2018",7.613e8,,,,
"December 31, 2018",7.553e8,,,,
"February 12, 2019",7.503e8,,,,
"February 27, 2019",7.488e8,,,,
"March 31, 2019",7.465e8,,,,
"April 17, 2019",7.455e8,,,,
"June 30, 2019",7.405e8,,,,
"July 18, 2019",7.404e8,,,,
minimum,,average,,maximum,
7.404e8,,1.0049999999999999e9,,1.241e9,
"July 18, 2019",,,,"December 31, 1993",
