Date,Pure Number,,,,
"March 02, 2012",4.9589999999999994e8,,,,
"March 23, 2012",4.9610000000000006e8,,,,
"June 01, 2012",4.9400000000000006e8,,,,
"June 22, 2012",4.918e8,,,,
"August 31, 2012",4.947e8,,,,
"September 21, 2012",4.9509999999999994e8,,,,
"November 30, 2012",4.941e8,,,,
"January 18, 2013",4.9880000000000006e8,,,,
"February 14, 2013",5.0149999999999994e8,,,,
"March 01, 2013",5.01e8,,,,
"March 22, 2013",5.019e8,,,,
"May 31, 2013",5.0309999999999994e8,,,,
"June 21, 2013",5.0229999999999994e8,,,,
"August 30, 2013",5.018e8,,,,
"September 27, 2013",4.9989999999999994e8,,,,
"November 29, 2013",4.963e8,,,,
"January 17, 2014",4.966e8,,,,
"February 14, 2014",4.995e8,,,,
"February 28, 2014",4.9850000000000006e8,,,,
"March 21, 2014",4.9770000000000006e8,,,,
"May 30, 2014",4.9720000000000006e8,,,,
"June 20, 2014",4.974e8,,,,
"August 29, 2014",4.986e8,,,,
"September 19, 2014",4.987e8,,,,
"November 28, 2014",4.9749999999999994e8,,,,
"January 16, 2015",4.9829999999999994e8,,,,
"February 13, 2015",5.0090000000000006e8,,,,
"February 27, 2015",500000000,,,,
"March 20, 2015",5.003e8,,,,
"May 29, 2015",4.9829999999999994e8,,,,
"June 19, 2015",4.976e8,,,,
"August 28, 2015",4.987e8,,,,
"September 18, 2015",4.9880000000000006e8,,,,
"November 27, 2015",4.978e8,,,,
"January 15, 2016",4.9829999999999994e8,,,,
"February 17, 2016",5.0119999999999994e8,,,,
"March 04, 2016",5.0069999999999994e8,,,,
"March 25, 2016",5.002e8,,,,
"June 03, 2016",4.99e8,,,,
"June 24, 2016",4.9829999999999994e8,,,,
"September 02, 2016",4.97e8,,,,
"September 23, 2016",4.9720000000000006e8,,,,
"December 02, 2016",4.9429999999999994e8,,,,
"January 13, 2017",4.941e8,,,,
"February 14, 2017",4.957e8,,,,
"March 03, 2017",4.9509999999999994e8,,,,
"March 24, 2017",4.947e8,,,,
"June 02, 2017",4.933e8,,,,
"June 23, 2017",4.934e8,,,,
"September 01, 2017",4.929e8,,,,
"September 22, 2017",4.929e8,,,,
"December 01, 2017",4.913e8,,,,
"January 12, 2018",4.9160000000000006e8,,,,
"February 14, 2018",4.933e8,,,,
"March 02, 2018",4.929e8,,,,
"March 23, 2018",4.925e8,,,,
"June 01, 2018",4.904e8,,,,
"June 22, 2018",4.897e8,,,,
"August 31, 2018",4.8899999999999994e8,,,,
"September 21, 2018",4.881e8,,,,
"November 30, 2018",4.877e8,,,,
"January 18, 2019",4.877e8,,,,
"February 13, 2019",4.891e8,,,,
"March 01, 2019",4.885e8,,,,
"March 22, 2019",4.88e8,,,,
"May 31, 2019",4.8630000000000006e8,,,,
"June 21, 2019",4.854e8,,,,
minimum,,average,,maximum,
3.217e8,,4.824e8,,5.998e8,
"November 30, 1989",,,,"January 27, 2006",
