Date,Pure Number,,,,
"March 31, 2015",1.304e8,,,,
"April 30, 2015",1.296e8,,,,
"June 30, 2015",1.28e8,,,,
"July 31, 2015",1.2729999999999999e8,,,,
"September 30, 2015",1.2669999999999999e8,,,,
"October 31, 2015",1.2609999999999999e8,,,,
"December 31, 2015",1.252e8,,,,
"January 31, 2016",1.2470000000000001e8,,,,
"March 18, 2016",1.242e8,,,,
"March 31, 2016",1.2390000000000001e8,,,,
"April 30, 2016",1.2330000000000001e8,,,,
"June 30, 2016",1.2310000000000001e8,,,,
"July 31, 2016",1.2310000000000001e8,,,,
"September 30, 2016",1.2330000000000001e8,,,,
"October 31, 2016",1.2330000000000001e8,,,,
"November 30, 2016",1.2330000000000001e8,,,,
"December 31, 2016",1.2330000000000001e8,,,,
"February 22, 2017",1.2350000000000001e8,,,,
"March 10, 2017",1.2370000000000001e8,,,,
"March 31, 2017",1.2370000000000001e8,,,,
"April 28, 2017",1.236e8,,,,
"June 30, 2017",1.2350000000000001e8,,,,
"July 31, 2017",1.2350000000000001e8,,,,
"September 30, 2017",1.234e8,,,,
"October 31, 2017",1.23e8,,,,
"December 31, 2017",1.2310000000000001e8,,,,
"January 31, 2018",1.23e8,,,,
"February 28, 2018",1.234e8,,,,
"March 09, 2018",1.234e8,,,,
"March 31, 2018",1.234e8,,,,
"April 30, 2018",1.2330000000000001e8,,,,
"June 30, 2018",1.232e8,,,,
"July 31, 2018",1.2310000000000001e8,,,,
"September 30, 2018",1.234e8,,,,
"October 31, 2018",1.2330000000000001e8,,,,
"December 31, 2018",1.232e8,,,,
"January 31, 2019",1.2310000000000001e8,,,,
"March 15, 2019",1.236e8,,,,
"March 31, 2019",1.2350000000000001e8,,,,
"April 30, 2019",1.234e8,,,,
"June 30, 2019",1.2330000000000001e8,,,,
"July 31, 2019",1.2330000000000001e8,,,,
minimum,,average,,maximum,
1.866e7,,1.061e8,,1.619e8,
"December 31, 1980",,,,"June 30, 2007",
