date,AAP,ACN,ADBE,AFL,ALB,ALK,AOS,ATVI,AYI,MMM
2008-05-22,36.6952,28.9309,41.4,25.094,36.058,4.1631,4.9625,14.8169,47.0111,55.8222
2008-05-23,36.5027,28.7138,41.25,24.6579,35.4142,3.963,4.8767,14.8124,46.101,55.2177
2008-05-27,36.8395,29.1713,41.99,24.8331,35.4885,4.3116,4.9512,15.0604,46.5239,55.4799
2008-05-28,38.4082,29.7684,42.84,24.8405,36.1488,4.2846,4.9949,14.88,47.5535,56.0116
2008-05-29,39.0722,31.04,43.8,25.1387,36.6439,4.532,4.9864,15.2138,48.0958,56.638
2008-05-30,38.7835,31.6526,44.06,25.0194,36.7017,4.3925,5.0863,15.2228,48.9507,56.4923
2008-06-02,39.0434,31.6061,43.46,24.6169,35.9507,4.37,5.0905,15.1416,47.9763,55.5382
2008-06-03,38.9856,31.5906,43.53,24.6915,35.9589,4.4645,5.0638,15.2183,47.4248,55.5236
2008-06-04,39.0241,31.3037,44.25,24.7138,36.7925,4.3858,4.978,15.3897,47.6362,55.6183
2008-06-05,40.1693,31.8155,43.89,25.1946,37.7911,4.7142,5.0849,15.5611,48.629,56.4486
2008-06-06,38.7835,30.9237,42.3,24.3896,36.5944,4.3633,4.8626,15.3446,46.9284,54.5257
2008-06-09,39.5342,30.3964,42.47,24.5759,36.1488,4.2306,4.8964,15.5972,45.862,55.225
2008-06-10,39.2262,30.5748,41.74,24.6505,35.4637,4.2328,5.0047,15.2454,46.432,55.3561
2008-06-11,37.3881,29.9079,40.77,24.561,35.2409,3.9967,4.9104,14.9747,45.9631,54.8244
2008-06-12,37.3592,30.1328,40.99,24.7921,35.903,4.0214,4.9273,15.2815,45.7609,55.0283
2008-06-13,37.8115,30.3887,42.71,25.1238,36.8052,4.1519,5.0188,15.5025,46.4963,55.4435
2008-06-16,39.9865,30.6834,42.85,25.1536,36.7472,4.1946,5.1412,15.7686,47.866,54.7734
2008-06-17,39.6689,30.4275,41.4,24.5722,36.8217,4.2486,5.0033,16.5354,47.8752,54.6059
2008-06-18,38.6007,30.1095,40.94,24.5685,36.5155,4.0799,5.016,16.2377,47.8568,54.1179
2008-06-19,39.2753,30.7531,42.0,24.8182,36.7307,4.4937,5.0202,16.824,49.1806,53.9867
2008-06-20,38.5236,30.3344,40.55,24.4119,35.8947,4.1384,5.0413,16.17,48.4727,53.1855
2008-06-23,37.7332,30.1948,40.37,24.0355,36.6976,3.9045,4.9752,16.0708,48.822,53.1418
2008-06-24,37.261,29.7296,41.38,23.8007,35.4478,3.8617,4.9189,15.9355,47.6086,52.7558
2008-06-25,38.6296,30.5283,42.34,23.8082,36.5072,3.9472,5.0427,15.9806,48.0131,52.8578
2008-06-26,38.0706,30.125,40.83,23.4131,34.5291,3.7156,4.7416,15.6964,44.906,51.1752
2008-06-27,37.9742,32.0558,39.8,23.4988,33.9167,3.7268,4.653,15.2048,45.7517,50.629
2008-06-30,37.4248,31.5751,39.39,23.4056,33.0311,3.4502,4.6192,15.3672,44.1981,50.6872
2008-07-01,37.6561,31.3037,40.38,23.4541,33.0642,3.3062,4.6333,15.3852,43.8488,50.8256
2008-07-02,35.8249,31.3657,39.81,23.2379,32.1373,3.0813,4.4729,14.244,37.3129,49.8787
2008-07-03,35.7863,31.3347,40.39,23.2603,32.0462,3.0296,4.3983,13.9373,36.8165,50.5925
2008-07-07,36.5574,30.9082,39.72,22.9659,31.6821,3.0813,4.456,14.438,35.4192,50.8766
2008-07-08,37.1935,31.7922,39.64,23.4168,32.0379,3.3287,4.6276,14.3072,35.9616,51.7361
2008-07-09,36.1719,31.0168,38.23,22.7646,31.9883,3.0363,4.6122,13.563,34.886,49.9953
2008-07-10,35.9598,31.009,39.61,22.8652,32.2531,3.0588,4.6642,14.3297,35.8421,50.1992
2008-07-11,35.4779,30.2956,39.24,22.6304,32.129,2.654,4.6431,14.6816,34.5735,50.0536
2008-07-14,36.6345,30.4275,38.38,22.4217,32.0379,2.4583,4.6713,14.8575,35.7593,50.2721
2008-07-15,35.9213,30.001,39.83,21.6055,32.6173,2.4291,4.736,15.9129,35.3456,49.3033
2008-07-16,38.0513,30.2336,41.05,22.1757,32.2366,3.0566,4.9287,16.161,36.4248,49.9953
2008-07-17,39.3332,30.6446,41.54,22.2913,32.4435,3.4884,5.1693,16.2377,37.172,50.5853
2008-07-18,39.4874,30.5438,41.98,22.5149,32.1124,3.6796,5.1947,16.797,36.8584,50.2138
2008-07-21,38.9669,30.7144,41.16,22.1385,31.7648,3.5469,5.455,16.6075,37.255,50.0608
2008-07-22,40.3934,31.1874,40.3,22.5708,30.4985,4.1609,5.4085,16.8105,38.5924,51.2044
2008-07-23,39.9789,31.5673,41.82,22.4813,30.4158,4.2396,5.2298,16.9593,39.1182,51.5686
2008-07-24,39.3235,31.1719,40.72,19.7867,29.8364,3.8415,5.2411,16.1926,38.3711,51.7507
2008-07-25,38.7163,31.4665,40.9,20.4613,30.2916,3.9787,5.4296,15.9851,38.2973,51.6778
2008-07-28,38.485,30.9392,39.96,20.2116,30.2833,3.8235,5.2312,15.7956,37.4118,50.7164
2008-07-29,40.297,32.0248,41.01,20.7632,31.111,4.1744,5.4929,16.2602,38.4725,51.3428
2008-07-30,40.3644,32.4978,41.22,20.588,32.129,3.819,5.6767,16.1384,38.5832,51.9327
2008-07-31,39.603,32.3815,41.35,20.7259,32.22,4.0214,5.6131,16.2286,37.6885,51.2699
2008-08-01,40.4801,32.2187,41.22,20.4986,31.7897,4.0507,5.5933,15.8949,38.4172,51.0951
2008-08-04,39.8536,32.1024,41.29,20.342,31.202,4.2508,5.5283,15.4077,37.1166,50.8038
2008-08-05,41.4632,32.0093,43.34,20.6588,32.849,4.3543,5.5976,15.6107,38.8599,52.3552
2008-08-06,40.509,32.0171,43.53,20.193,33.0063,4.3318,5.763,16.2738,39.6347,52.3042
2008-08-07,42.5041,32.3117,43.22,20.1184,32.46,4.0777,5.6923,15.3672,39.0628,51.8453
2008-08-08,42.5041,32.366,45.15,20.7185,33.3208,4.4803,5.9779,14.7041,40.4925,53.5206
2008-08-11,42.1379,32.3117,45.89,20.8936,33.8091,4.7636,6.1221,14.8981,42.3281,54.1761
2008-08-12,42.1764,31.8077,45.62,20.7669,33.5856,5.074,6.0684,15.5791,40.7508,53.608
2008-08-13,41.8776,31.6061,45.89,20.4762,33.7677,4.8424,5.7517,15.5611,41.4979,53.1418
2008-08-14,42.639,31.7147,45.36,20.4427,33.8753,4.9143,5.8252,15.6017,40.3081,53.2001
2008-08-15,42.9957,31.8077,45.11,20.6141,33.5691,5.1595,5.9312,15.4032,40.1236,53.5279
2008-08-18,42.6969,31.6294,44.1,20.5396,33.4449,4.9278,5.8379,15.4032,39.5886,52.7704
2008-08-19,41.4054,31.3037,43.73,20.3374,32.1704,4.7659,5.6598,15.8678,38.5279,51.94
2008-08-20,40.6632,31.1641,44.28,20.3075,32.3111,4.4308,5.6414,15.4258,38.9706,51.8526
2008-08-21,40.7692,31.0556,44.51,20.3973,32.2945,4.3948,5.5933,15.3762,38.7123,52.014
2008-08-22,40.9427,31.4122,44.91,20.693,33.1056,4.6984,5.7107,15.3266,40.142,53.0189
2008-08-25,40.1139,30.4275,43.67,20.2738,32.369,4.5635,5.6499,15.1281,39.2934,51.882
2008-08-26,40.0175,30.7609,43.36,20.0642,32.6421,4.2508,5.6838,14.659,38.6939,51.8746
2008-08-27,40.7885,31.5208,44.15,21.0524,32.8904,4.2508,5.8153,14.8665,39.6255,51.8746
2008-08-28,41.8198,32.0714,44.31,21.5053,33.7677,4.7119,5.8634,15.0469,40.76,53.1803
2008-08-29,41.4825,32.0714,42.83,21.2246,32.8904,4.7254,5.821,14.8033,40.1328,52.5201
2008-09-02,42.4174,32.5366,42.85,21.5241,32.3607,4.9391,5.8238,14.7943,39.9207,52.168
2008-09-03,42.5041,31.009,43.14,21.6925,31.8393,5.0043,5.9878,15.0604,39.7823,51.9553
2008-09-04,41.3572,30.1948,42.19,21.131,30.7799,4.8738,5.7743,14.853,37.7346,51.1558
2008-09-05,40.6054,30.2103,40.91,21.5914,30.631,5.0943,5.7163,15.2183,39.0352,50.7523
2008-09-08,41.6174,30.7764,41.61,21.5802,30.9041,5.2922,6.0034,15.1461,40.2804,52.212
2008-09-09,40.6825,29.7296,40.79,20.9963,28.1977,5.2292,5.7828,14.9928,37.6239,50.9431
2008-09-10,41.3861,29.6443,40.73,21.3369,28.4543,5.074,5.9228,15.6874,38.8415,50.3782
2008-09-11,40.9235,28.4036,41.05,21.7524,29.4309,5.3462,6.0019,16.0392,38.6386,51.3025
2008-09-12,40.2102,28.5742,40.47,21.9358,29.9208,5.2157,6.2494,15.7956,39.1643,51.4565
2008-09-15,38.8031,28.0857,38.08,21.2321,28.642,4.9908,5.9468,15.1461,37.1996,50.5249
2008-09-16,38.4079,28.4501,38.14,21.8647,29.8212,5.2989,6.0585,14.9477,37.5501,51.1484
2008-09-17,36.914,27.349,36.23,21.1348,27.6869,4.9706,5.7998,14.0095,35.8806,50.5029
2008-09-18,36.9526,27.8376,39.65,24.0508,27.3216,5.1078,6.6453,14.4605,37.9375,51.7133
2008-09-19,37.7152,30.063,40.94,23.8,30.0205,4.8986,6.3059,15.6242,41.6178,53.3123
2008-09-22,37.387,28.7448,39.23,22.6209,28.617,4.5635,5.8577,14.6139,39.0905,51.86
2008-09-23,37.7152,28.8844,38.85,22.7781,28.3098,4.5162,5.7206,14.3884,37.4856,50.613
2008-09-24,38.1689,28.3648,39.45,23.0588,28.9077,4.505,5.6513,14.5327,37.4026,50.2976
2008-09-25,38.2268,28.8223,39.83,22.6096,29.2316,4.5882,5.7149,14.5417,38.6293,51.1484
2008-09-26,38.7385,30.6678,39.99,22.415,28.4842,4.6017,5.7192,14.7763,38.6478,50.9431
2008-09-29,37.4835,29.4659,36.15,19.1845,24.8468,4.2688,5.3487,12.7376,36.4341,48.6471
2008-09-30,38.2848,29.4659,39.47,21.992,25.6108,4.586,5.541,13.9193,38.5186,50.1068
2008-10-01,38.5937,28.737,38.12,21.7187,24.9133,4.7614,5.4406,13.0803,37.67,49.432
2008-10-02,37.5415,28.3028,35.22,20.1652,23.4683,4.4825,4.9755,11.5919,34.2203,48.119
2008-10-03,35.4757,27.287,33.69,19.5102,23.3437,4.2913,4.8001,11.3122,33.7223,47.3855
2008-10-06,33.1782,26.3643,30.71,18.3984,21.9486,4.0912,4.6446,10.9694,33.9529,46.2118
2008-10-07,27.6083,24.7514,28.69,17.4813,19.8891,3.6098,4.4509,10.6898,32.0159,43.9893
2008-10-08,28.3805,25.5888,30.0,17.9529,20.7943,3.4861,4.3067,10.78,30.9367,42.0821
2008-10-09,27.0001,24.0375,27.99,14.861,19.4324,3.2207,4.2021,10.4192,29.1657,39.2434
2008-10-10,26.0348,23.1099,27.12,14.7861,18.6933,4.2284,4.4453,10.4282,31.693,39.8009
2008-10-13,27.2994,26.8923,30.38,16.4706,21.442,4.9706,4.9387,12.8548,34.1189,43.7325
2008-10-14,26.865,26.3885,29.2,17.2455,21.1597,4.6534,4.7648,11.7362,32.9567,43.5492
2008-10-15,24.4999,24.9171,25.94,15.6134,18.9092,4.46,4.4043,10.5364,28.8705,40.1089
2008-10-16,25.4749,24.6772,27.69,15.838,20.105,5.3687,4.5598,11.2581,31.8159,42.0088
2008-10-17,26.6236,25.1091,28.18,16.1487,19.4905,4.9841,4.3491,11.7452,31.112,41.4366
2008-10-20,28.7474,25.4769,29.31,16.5866,20.5285,5.2135,4.5499,12.2234,33.5109,42.1848
2008-10-21,27.9944,24.8612,27.59,16.085,19.3078,5.3417,4.3123,11.7272,32.066,44.0406
2008-10-22,27.1739,23.9576,25.4,13.9401,18.1867,5.2854,4.2756,11.1048,29.4726,42.6836
2008-10-23,26.2858,23.5177,24.97,13.592,17.9791,5.0898,4.0847,11.3213,30.2784,45.1409
2008-10-24,25.0116,23.0859,23.89,14.5503,17.3729,4.9301,3.8981,10.5455,29.6023,43.7252
2008-10-27,23.3319,22.0224,23.68,13.5545,15.8282,4.5117,3.7765,9.472,29.6023,44.2827
2008-10-28,25.5328,24.1255,27.075,15.5984,17.1819,4.9458,4.0989,10.6447,31.7789,47.1728
2008-10-29,24.6158,24.6133,26.8,15.1791,18.1867,4.8604,4.1639,10.8251,30.6489,45.8451
2008-10-30,26.1313,25.6528,26.86,16.1561,19.5818,5.3529,4.272,11.4656,31.8159,45.8818
2008-10-31,30.1181,26.4285,26.64,16.5754,20.2213,5.5553,4.4898,11.2401,32.3809,47.1654
2008-11-03,29.037,25.7408,27.16,16.4257,20.6946,5.9737,4.5339,10.7259,31.9919,47.0261
2008-11-04,30.3305,26.4365,29.16,18.1626,21.6995,5.9197,4.6534,10.6988,32.8718,48.1263
2008-11-05,28.3033,25.0851,27.22,17.0209,20.2794,5.7173,4.4428,9.905,31.8808,47.3268
2008-11-06,27.0967,23.5337,24.56,16.5904,19.8642,5.688,4.3503,10.8341,30.9268,45.7424
2008-11-07,27.6179,24.3974,24.59,17.3278,20.5451,5.6655,4.3574,11.0597,30.4636,47.5542
2008-11-10,26.6043,24.0055,24.93,17.3241,20.3292,5.5104,4.5424,11.0506,29.8523,47.6422
2008-11-11,25.6969,23.6377,23.64,16.5192,19.615,5.6116,4.4015,11.0146,29.0187,45.7571
2008-11-12,24.0173,22.4622,21.89,15.1829,18.004,5.2337,4.1625,10.0854,26.2123,43.6005
2008-11-13,27.6083,23.4858,24.3,16.6353,20.2296,5.688,4.5353,11.3393,27.7313,47.2608
2008-11-14,25.137,22.926,22.34,15.6358,18.768,5.4946,4.1682,9.5712,26.6754,46.2559
2008-11-17,24.915,22.0304,22.8,14.569,18.7016,5.6341,4.1724,9.4449,25.9344,44.5981
2008-11-18,25.6294,22.83,22.64,14.923,17.4725,5.7015,4.1867,9.1202,26.4901,45.603
2008-11-19,25.7355,21.5906,21.63,13.5257,15.6788,4.6827,3.8095,8.4526,24.3876,43.4758
2008-11-20,24.8861,21.3587,20.75,11.4428,13.6691,4.9503,3.4765,8.4255,23.2946,42.0111
2008-11-21,25.6487,22.7981,21.38,12.697,15.1888,4.2486,3.7142,9.2916,23.6837,45.3474
2008-11-24,27.1932,23.9815,21.73,14.746,15.9611,5.056,3.9846,9.923,24.1375,46.7973
2008-11-25,28.1682,23.5417,22.42,16.0342,15.2635,5.2652,4.2507,9.8328,25.2027,47.0784
2008-11-26,30.0698,24.4533,23.35,16.8251,16.3929,5.0695,4.4713,10.8432,25.5917,48.7577
2008-11-28,29.3072,24.7732,23.16,17.4391,16.8829,5.1617,4.6591,10.5545,24.9711,49.5123
2008-12-01,27.1835,23.2379,21.0,15.5633,14.4912,4.7614,4.1084,9.499,23.3687,46.1242
2008-12-02,28.9308,24.0055,22.0,16.117,15.3715,5.245,4.3617,9.6885,24.7488,45.0219
2008-12-03,28.3902,24.6852,22.54,16.4221,15.9279,5.5688,4.5325,9.7426,25.2397,44.9109
2008-12-04,28.2743,23.2938,20.44,15.7328,14.8483,5.4856,4.3759,9.0209,23.9152,43.7495
2008-12-05,30.6201,22.6061,21.66,16.7084,15.2884,6.1064,4.5709,9.3457,26.0177,44.2748
2008-12-08,31.1414,22.6621,22.6,16.6255,16.7749,6.0501,4.5268,9.9591,28.4074,42.4475
2008-12-09,31.0738,23.1899,22.89,16.4071,16.6088,5.8387,4.3731,9.1021,29.1114,41.5376
2008-12-10,31.6047,22.7661,23.44,16.3016,17.4144,5.7308,4.033,8.9939,29.63,42.5511
2008-12-11,31.0738,22.0384,22.19,15.8647,16.2351,5.5778,3.8807,8.6601,28.2685,40.7905
2008-12-12,31.3441,22.862,22.43,15.6085,16.9454,5.9557,4.07,8.4165,31.0286,41.4563
2008-12-15,30.1374,23.2219,21.36,15.4654,15.8257,5.7353,3.9974,8.2993,29.6671,41.153
2008-12-16,31.7012,23.5897,22.32,17.3826,16.4524,6.0974,4.2692,8.624,30.7323,43.1429
2008-12-17,31.8943,24.1815,21.69,17.522,16.1599,6.1334,4.3304,8.7683,31.64,43.3353
2008-12-18,32.57,24.3174,21.38,16.8364,15.3327,6.2098,4.0572,8.3263,31.5103,41.9519
2008-12-19,31.4792,25.7568,22.13,17.0813,16.1098,6.2953,3.9675,8.5699,31.5936,41.8853
2008-12-22,30.1278,25.5888,21.11,16.6293,16.4023,6.5225,3.9874,8.1549,31.7233,41.7004
2008-12-23,29.8575,25.341,20.97,16.5238,16.2519,6.3268,3.9006,8.0918,31.0286,41.0124
2008-12-24,30.3508,25.0691,21.13,16.6104,16.0847,6.4122,3.922,8.1279,30.8249,41.0568
2008-12-26,30.4668,25.245,21.08,16.5314,16.4608,6.4235,3.9846,7.9925,31.5566,41.2343
2008-12-29,30.5248,25.4689,20.52,16.2903,16.185,6.41,3.9035,7.7129,30.7137,40.9606
2008-12-30,31.9273,25.9327,21.05,17.1754,17.2713,6.4797,4.07,7.7039,31.3343,42.2922
2008-12-31,32.5463,26.2206,21.29,17.2658,18.6332,6.5787,4.2009,7.7941,32.3346,42.5659
2009-01-02,33.0202,26.9243,23.02,17.4316,19.3017,6.6552,4.2692,8.2271,32.2235,43.7865
2009-01-05,32.5753,27.0442,23.13,17.198,19.2181,6.7541,4.2493,7.8933,32.7514,43.2761
2009-01-06,32.6237,26.7084,24.22,17.1943,20.1623,6.9183,4.3887,7.3791,32.5106,43.7865
2009-01-07,31.3276,27.0122,24.23,16.5878,19.544,6.8598,4.3546,8.191,31.8808,42.958
2009-01-08,31.434,26.7403,24.29,16.9984,20.0454,6.8778,4.3959,8.3534,31.3899,43.3353
2009-01-09,30.7376,26.9722,24.01,16.4749,19.3351,6.7406,4.3275,8.3534,30.4822,42.7139
2009-01-12,29.8188,26.4125,23.76,15.65,18.6416,6.6484,4.3019,8.209,29.0558,42.2256
2009-01-13,30.0993,27.2441,22.1,15.1302,18.7168,6.5202,4.4869,8.2632,28.7131,41.6116
2009-01-14,29.1418,25.9407,21.11,14.4259,18.3742,6.2413,4.2621,8.173,27.1107,40.7165
2009-01-15,29.5867,26.1086,20.83,14.5577,19.0009,6.2998,4.4983,8.2632,27.6942,40.8127
2009-01-16,30.6796,26.1326,21.06,14.9908,18.909,6.7001,4.5894,8.633,28.2338,41.7374
2009-01-20,29.1708,25.4929,19.39,12.6367,17.664,6.3425,4.4001,8.1549,26.1035,39.888
2009-01-21,30.4475,26.3725,20.96,13.6612,18.675,5.8747,4.3404,8.606,26.8942,40.1247
2009-01-22,31.6371,25.317,19.32,13.6612,18.4327,5.8972,4.4585,8.4436,25.9081,39.9915
2009-01-23,31.7629,25.0931,19.7,9.2243,18.7252,5.9737,4.1824,8.4526,26.1593,39.1334
2009-01-26,31.6952,25.6048,19.93,7.39,18.8004,5.877,4.2507,8.4346,26.2709,39.6216
2009-01-27,31.9466,25.8927,20.11,8.3391,17.7642,5.6588,4.208,8.4887,26.6244,39.9397
2009-01-28,33.2717,26.5244,20.89,9.439,19.2181,5.9849,4.2863,8.4977,27.257,40.9976
2009-01-29,32.2755,25.7248,20.05,8.7911,18.8004,6.1986,4.0772,8.1188,25.7686,41.8335
2009-01-30,31.6565,25.237,19.31,8.7421,18.5915,5.9287,3.9354,7.9023,24.9964,39.7918
2009-02-02,31.9563,25.4369,19.58,8.6743,18.3659,6.0771,3.9311,8.0828,24.6894,37.4467
2009-02-03,32.8171,26.2925,19.7,8.5237,19.026,5.9782,3.9698,8.2722,24.7267,38.2013
2009-02-04,32.2852,26.4765,19.88,7.9286,19.3769,5.8994,3.944,8.5789,25.4802,37.6095
2009-02-05,31.8693,26.0766,20.91,8.7045,19.9702,6.2121,4.007,8.7774,25.8151,38.1347
2009-02-06,32.527,26.4845,21.7,8.2111,20.4381,6.5045,4.1431,8.9848,26.6151,38.7561
2009-02-09,33.1266,26.3885,21.42,8.9229,20.3629,6.4595,4.0571,8.8766,26.4291,40.0285
2009-02-10,31.8693,25.5968,20.48,8.3354,19.3268,6.2953,3.8882,8.6781,24.8197,37.787
2009-02-11,31.6855,25.5009,20.31,8.4145,19.4437,6.0884,3.8495,8.5518,24.6429,37.9424
2009-02-12,31.9176,25.157,21.22,8.3203,19.6693,6.5112,3.9168,8.3534,24.5778,36.9659
2009-02-13,31.7435,24.7492,21.1,7.8306,19.1764,6.4347,3.9454,8.7503,24.2243,36.559
2009-02-17,31.0858,24.2534,20.4,6.7349,17.9898,6.6304,3.7607,8.4797,23.5824,35.0795
2009-02-18,31.5598,24.7972,20.39,6.9372,17.547,6.1064,3.7149,8.6511,22.6428,35.2497
2009-02-19,35.7864,24.6373,19.54,6.2309,17.288,5.9399,3.6146,8.4616,22.2986,35.1973
2009-02-20,35.6994,23.9735,18.04,6.4944,16.8785,5.4586,3.5917,8.4797,21.8707,35.3319
2009-02-23,35.2738,23.1019,17.09,6.0324,15.6837,5.3709,3.6519,8.5067,21.0242,33.956
2009-02-24,36.3474,23.4218,18.17,6.3531,16.6446,5.3889,3.8523,9.1111,22.0196,35.4441
2009-02-25,36.27,23.7017,17.64,6.1507,15.9761,5.0088,3.7535,8.9217,21.3963,34.8533
2009-02-26,36.299,23.1739,16.7,7.2389,15.6586,5.1685,3.6819,8.9758,21.0614,34.644
2009-02-27,36.9954,23.3418,16.7,6.3989,16.1683,4.9278,3.6562,9.048,21.3219,33.9934
2009-03-02,35.119,22.2623,16.04,6.1126,15.2993,4.6309,3.4471,8.9307,20.5404,32.0343
2009-03-03,37.0631,22.2303,15.98,5.4139,14.5807,4.1384,3.4184,8.9037,20.6521,32.2436
2009-03-04,36.3087,22.5342,16.32,5.7231,14.3718,4.0889,3.4571,9.0841,21.6474,33.5148
2009-03-05,35.9702,22.1663,16.92,5.2039,13.2104,3.3287,3.2194,9.057,20.2148,31.7875
2009-03-06,35.2351,22.3902,17.16,5.1313,13.5112,3.3917,3.2122,9.3186,19.3683,31.279
2009-03-09,34.8289,21.6626,16.78,4.3868,13.4443,3.1353,3.0489,9.1833,18.8194,31.4585
2009-03-10,37.0244,22.5981,18.52,5.0473,14.3217,3.2725,3.1435,9.4359,20.159,34.0158
2009-03-11,38.1077,23.1259,18.63,5.2001,14.8189,3.5559,3.0847,9.3998,20.3544,34.9954
2009-03-12,38.5526,24.0295,19.43,5.6964,15.147,3.7605,3.1621,9.0119,20.9311,35.8927
2009-03-13,38.4269,24.0855,18.68,5.5666,15.3238,3.882,3.1521,8.9127,21.2195,35.8927
2009-03-16,37.5951,23.9735,18.45,5.7193,15.3574,3.6953,3.0862,8.5518,20.987,35.4964
2009-03-17,38.2431,24.3734,19.13,6.166,16.3756,4.1159,3.3139,8.633,21.6381,36.461
2009-03-18,39.6939,24.7492,21.35,8.033,17.1582,4.0642,3.5172,8.7323,21.3405,36.7901
2009-03-19,39.7133,24.4134,21.24,7.5825,17.1835,3.7853,3.4356,8.9307,21.2009,35.4964
2009-03-20,38.6977,24.1495,20.46,7.0174,16.8974,3.7111,3.3368,9.0119,19.973,34.3449
2009-03-23,39.3167,25.3649,22.69,8.2812,18.4962,3.954,3.6447,9.4269,22.0382,36.8798
2009-03-24,37.8659,24.9651,21.82,8.2468,18.4794,3.7853,3.5387,9.2104,21.5172,36.0872
2009-03-25,38.7461,25.277,22.1,7.5939,18.4626,3.8842,3.6275,9.2555,22.3265,36.6555
2009-03-26,40.8674,25.5569,22.94,7.9108,19.06,4.1946,3.765,9.8509,22.9405,38.1585
2009-03-27,40.4896,22.1184,21.84,7.5634,18.3616,4.0642,3.6547,9.6163,21.9637,37.635
2009-03-30,40.3346,22.2543,20.82,6.7196,17.9577,3.7673,3.5487,9.2284,20.7916,36.3788
2009-03-31,39.7922,21.9824,21.39,7.3916,18.3195,3.9517,3.606,9.4359,20.9684,37.1789
2009-04-01,40.7705,22.1104,21.96,7.1587,18.8917,4.0642,3.6046,9.463,21.1079,37.8743
2009-04-02,38.5233,22.1663,23.28,7.8688,20.154,4.5162,3.7564,9.8418,21.0707,38.981
2009-04-03,39.2401,22.4222,24.16,8.0368,20.9282,4.4488,3.7807,10.0223,21.6288,38.966
2009-04-06,39.0366,22.5742,23.19,7.8879,20.8188,4.5342,3.7779,9.7697,21.266,38.9436
2009-04-07,38.252,22.0624,22.96,7.7008,19.9941,4.2981,3.6991,9.3998,20.0939,37.9865
2009-04-08,39.4047,21.9424,23.92,7.9757,20.7346,4.4308,3.8294,9.472,20.0381,38.4202
2009-04-09,40.9643,22.1583,24.87,9.5258,21.7192,4.9346,4.1645,9.6434,20.9963,39.7288
2009-04-13,39.9278,22.3103,24.72,9.8351,21.8286,4.8536,4.0772,9.6073,20.9777,39.8933
2009-04-14,39.3466,22.2303,24.01,9.1249,22.1231,4.4668,4.0142,9.0841,22.0475,39.5867
2009-04-15,40.7512,21.9025,23.64,9.5869,21.3489,4.6287,4.0571,9.048,22.987,40.1774
2009-04-16,42.1751,21.9904,24.38,10.1978,22.3419,4.5567,4.3149,9.1382,23.8661,40.9476
2009-04-17,41.9813,21.6865,24.7,10.9576,22.3166,4.4533,4.2147,9.5351,24.4179,40.2373
2009-04-20,40.509,21.5986,23.46,9.5335,20.8104,4.2126,4.0042,9.039,23.4079,38.8614
2009-04-21,41.2742,21.3267,23.75,11.1599,21.4162,4.4555,4.2132,9.2194,23.3798,39.8484
2009-04-22,42.2526,21.4227,24.16,10.5605,21.4583,4.4578,4.2061,9.0751,23.9035,39.6764
2009-04-23,42.7563,22.0464,24.48,10.9423,21.6687,3.909,4.4109,9.0209,23.4546,40.5364
2009-04-24,41.2936,23.4058,26.42,10.927,22.8889,4.0079,4.4954,9.3818,25.3063,42.6226
2009-04-27,41.1386,23.2059,26.14,10.7094,22.7206,3.7223,4.2891,9.5081,25.1567,42.8843
2009-04-28,42.117,23.1179,25.7,10.5299,21.7192,3.7156,4.2963,9.2465,25.4092,42.2861
2009-04-29,41.2645,23.6457,26.75,11.1217,22.1652,3.8415,4.462,9.6795,27.0458,43.0115
2009-04-30,42.3785,23.5337,27.35,11.0301,22.5691,3.774,4.4808,9.7155,26.8774,43.0713
2009-05-01,41.0999,23.8776,27.46,11.1943,22.6532,3.882,4.4707,9.7787,27.2983,43.2807
2009-05-04,42.4076,24.3894,26.69,11.5455,23.9239,4.1136,4.5932,9.9681,29.15,43.7293
2009-05-05,40.7415,24.3254,26.89,11.767,23.5368,4.2014,4.5067,9.896,28.327,43.6919
2009-05-06,40.9449,24.1095,26.35,12.7825,23.276,4.1226,4.4476,9.896,28.1213,44.2228
2009-05-07,40.5381,24.0375,25.63,12.6298,22.3503,3.9022,4.5024,9.923,27.504,43.9462
2009-05-08,40.3928,23.5098,25.42,14.3784,23.3938,3.936,4.6047,10.6537,28.9442,44.9332
2009-05-11,39.9762,23.5657,26.15,12.8551,22.5438,3.873,4.4707,10.3741,27.7285,44.2004
2009-05-12,39.1626,23.4458,25.99,13.0803,22.5186,3.7358,4.3727,10.2839,27.0458,44.5145
2009-05-13,38.5136,23.046,25.17,12.0838,21.3321,3.5806,4.119,10.2027,25.6804,42.5778
2009-05-14,38.6782,23.1659,25.93,12.8856,22.0389,3.5761,4.0931,10.3831,25.2783,43.3255
2009-05-15,39.3854,23.0539,25.92,12.2709,22.4345,3.5941,4.0758,10.4643,25.0632,43.3106
2009-05-18,40.6543,24.0615,26.48,13.6683,22.9898,3.7043,4.1997,10.5455,26.4286,44.2901
2009-05-19,42.0201,23.9895,26.56,13.1142,22.7711,3.5244,4.2286,10.3109,26.0264,44.1182
2009-05-20,41.5455,24.2614,26.39,13.2373,24.0333,3.5918,4.2761,10.2929,25.961,43.9013
2009-05-21,41.4292,23.8936,26.07,13.1257,23.1834,3.6818,4.2113,10.0493,25.5775,42.6567
2009-05-22,41.652,24.2454,26.48,13.2681,22.973,3.6278,4.1205,10.0493,24.8107,42.2946
